"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2015"	"2015"	"50 years"	"50"	17818	4400288	404.9
	"2015"	"2015"	"51 years"	"51"	20016	4479664	446.8
	"2015"	"2015"	"52 years"	"52"	21940	4474344	490.4
	"2015"	"2015"	"53 years"	"53"	24006	4463494	537.8
	"2015"	"2015"	"54 years"	"54"	26337	4516527	583.1
	"2015"	"2015"	"55 years"	"55"	28045	4553385	615.9
	"2015"	"2015"	"56 years"	"56"	30058	4399120	683.3
	"2015"	"2015"	"57 years"	"57"	32277	4371245	738.4
	"2015"	"2015"	"58 years"	"58"	33972	4320522	786.3
	"2015"	"2015"	"59 years"	"59"	35237	4163670	846.3
	"2015"	"2015"	"60 years"	"60"	36716	4125792	889.9
	"2015"	"2015"	"61 years"	"61"	38234	3954601	966.8
	"2015"	"2015"	"62 years"	"62"	39710	3801935	1044.5
	"2015"	"2015"	"63 years"	"63"	41518	3651393	1137.0
	"2015"	"2015"	"64 years"	"64"	42018	3536156	1188.2
	"2015"	"2015"	"65 years"	"65"	43483	3450043	1260.4
	"2015"	"2015"	"66 years"	"66"	45670	3344134	1365.7
	"2015"	"2015"	"67 years"	"67"	48530	3304187	1468.7
	"2015"	"2015"	"68 years"	"68"	52702	3436357	1533.7
	"2015"	"2015"	"69 years"	"69"	45097	2532747	1780.6
	"2015"	"2015"	"70 years"	"70"	46843	2492490	1879.4
	"2015"	"2015"	"71 years"	"71"	50803	2421191	2098.3
	"2015"	"2015"	"72 years"	"72"	55719	2469605	2256.2
	"2015"	"2015"	"73 years"	"73"	53435	2146052	2489.9
	"2015"	"2015"	"74 years"	"74"	52734	1953711	2699.2
	"2015"	"2015"	"75 years"	"75"	54414	1839823	2957.6
	"2015"	"2015"	"76 years"	"76"	56057	1722041	3255.3
	"2015"	"2015"	"77 years"	"77"	58627	1639085	3576.8
	"2015"	"2015"	"78 years"	"78"	59218	1500813	3945.7
	"2015"	"2015"	"79 years"	"79"	62089	1422071	4366.1
	"2015"	"2015"	"80 years"	"80"	65302	1351196	4832.9
	"2015"	"2015"	"81 years"	"81"	65249	1201044	5432.7
	"2015"	"2015"	"82 years"	"82"	69053	1148948	6010.1
	"2015"	"2015"	"83 years"	"83"	72140	1082562	6663.8
	"2015"	"2015"	"84 years"	"84"	75417	1015591	7425.9
	"2015"	"2015"	"85 years"	"85"	77552	Not Applicable	Not Applicable
	"2015"	"2015"	"86 years"	"86"	77703	Not Applicable	Not Applicable
	"2015"	"2015"	"87 years"	"87"	80152	Not Applicable	Not Applicable
	"2015"	"2015"	"88 years"	"88"	79067	Not Applicable	Not Applicable
	"2015"	"2015"	"89 years"	"89"	76273	Not Applicable	Not Applicable
	"2015"	"2015"	"90 years"	"90"	74664	Not Applicable	Not Applicable
	"2015"	"2015"	"91 years"	"91"	69645	Not Applicable	Not Applicable
	"2015"	"2015"	"92 years"	"92"	63052	Not Applicable	Not Applicable
	"2015"	"2015"	"93 years"	"93"	57440	Not Applicable	Not Applicable
	"2015"	"2015"	"94 years"	"94"	48995	Not Applicable	Not Applicable
	"2015"	"2015"	"95 years"	"95"	40328	Not Applicable	Not Applicable
	"2015"	"2015"	"96 years"	"96"	30693	Not Applicable	Not Applicable
	"2015"	"2015"	"97 years"	"97"	24717	Not Applicable	Not Applicable
	"2015"	"2015"	"98 years"	"98"	18506	Not Applicable	Not Applicable
	"2015"	"2015"	"99 years"	"99"	13384	Not Applicable	Not Applicable
	"2015"	"2015"	"100+ years"	"100"	27530	Not Applicable	Not Applicable
	"2015"	"2015"	"Not Stated"	"NS"	138	Not Applicable	Not Applicable
	"2016"	"2016"	"< 1 year"	"0"	23161	3970145	583.4
	"2016"	"2016"	"1 year"	"1"	1568	3995008	39.2
	"2016"	"2016"	"2 years"	"2"	1046	3992154	26.2
	"2016"	"2016"	"3 years"	"3"	791	3982074	19.9
	"2016"	"2016"	"4 years"	"4"	640	3987656	16.0
	"2016"	"2016"	"5 years"	"5"	546	4032515	13.5
	"2016"	"2016"	"6 years"	"6"	488	4029655	12.1
	"2016"	"2016"	"7 years"	"7"	511	4029991	12.7
	"2016"	"2016"	"8 years"	"8"	483	4159114	11.6
	"2016"	"2016"	"9 years"	"9"	462	4178524	11.1
	"2016"	"2016"	"10 years"	"10"	465	4144019	11.2
	"2016"	"2016"	"11 years"	"11"	506	4131222	12.2
	"2016"	"2016"	"12 years"	"12"	534	4139558	12.9
	"2016"	"2016"	"13 years"	"13"	645	4109703	15.7
	"2016"	"2016"	"14 years"	"14"	863	4093731	21.1
	"2016"	"2016"	"15 years"	"15"	1170	4196991	27.9
	"2016"	"2016"	"16 years"	"16"	1580	4265224	37.0
	"2016"	"2016"	"17 years"	"17"	2055	4205001	48.9
	"2016"	"2016"	"18 years"	"18"	2816	4219303	66.7
	"2016"	"2016"	"19 years"	"19"	3191	4243480	75.2
	"2016"	"2016"	"20 years"	"20"	3503	4286221	81.7
	"2016"	"2016"	"21 years"	"21"	4182	4386854	95.3
	"2016"	"2016"	"22 years"	"22"	4382	4480904	97.8
	"2016"	"2016"	"23 years"	"23"	4722	4552952	103.7
	"2016"	"2016"	"24 years"	"24"	4974	4674097	106.4
	"2016"	"2016"	"25 years"	"25"	5303	4758352	111.4
	"2016"	"2016"	"26 years"	"26"	5274	4747254	111.1
	"2016"	"2016"	"27 years"	"27"	5463	4559206	119.8
	"2016"	"2016"	"28 years"	"28"	5594	4451507	125.7
	"2016"	"2016"	"29 years"	"29"	5419	4374565	123.9
	"2016"	"2016"	"30 years"	"30"	5685	4392155	129.4
	"2016"	"2016"	"31 years"	"31"	5918	4423807	133.8
	"2016"	"2016"	"32 years"	"32"	6124	4283076	143.0
	"2016"	"2016"	"33 years"	"33"	6241	4345786	143.6
	"2016"	"2016"	"34 years"	"34"	6595	4341535	151.9
	"2016"	"2016"	"35 years"	"35"	6786	4293125	158.1
	"2016"	"2016"	"36 years"	"36"	7025	4375562	160.6
	"2016"	"2016"	"37 years"	"37"	7001	4103498	170.6
	"2016"	"2016"	"38 years"	"38"	7173	4022119	178.3
	"2016"	"2016"	"39 years"	"39"	7292	3979601	183.2
	"2016"	"2016"	"40 years"	"40"	7336	3862150	189.9
	"2016"	"2016"	"41 years"	"41"	7790	3979596	195.7
	"2016"	"2016"	"42 years"	"42"	8088	3854553	209.8
	"2016"	"2016"	"43 years"	"43"	9203	3912307	235.2
	"2016"	"2016"	"44 years"	"44"	10098	4087645	247.0
	"2016"	"2016"	"45 years"	"45"	11486	4319616	265.9
	"2016"	"2016"	"46 years"	"46"	12359	4371961	282.7
	"2016"	"2016"	"47 years"	"47"	12731	4142964	307.3
	"2016"	"2016"	"48 years"	"48"	13766	4055074	339.5
	"2016"	"2016"	"49 years"	"49"	15243	4058008	375.6
	"2016"	"2016"	"50 years"	"50"	17000	4131293	411.5
	"2016"	"2016"	"51 years"	"51"	19217	4375892	439.2
	"2016"	"2016"	"52 years"	"52"	21811	4452636	489.8
	"2016"	"2016"	"53 years"	"53"	23890	4445605	537.4
	"2016"	"2016"	"54 years"	"54"	26013	4433630	586.7
	"2016"	"2016"	"55 years"	"55"	28547	4484565	636.6
	"2016"	"2016"	"56 years"	"56"	30214	4518758	668.6
	"2016"	"2016"	"57 years"	"57"	32470	4362807	744.2
	"2016"	"2016"	"58 years"	"58"	34271	4332953	790.9
	"2016"	"2016"	"59 years"	"59"	36644	4281025	856.0
	"2016"	"2016"	"60 years"	"60"	37767	4123968	915.8
	"2016"	"2016"	"61 years"	"61"	39615	4083962	970.0
	"2016"	"2016"	"62 years"	"62"	41181	3911429	1052.8
	"2016"	"2016"	"63 years"	"63"	42032	3757382	1118.7
	"2016"	"2016"	"64 years"	"64"	43704	3606295	1211.9
	"2016"	"2016"	"65 years"	"65"	44690	3490890	1280.2
	"2016"	"2016"	"66 years"	"66"	45693	3403647	1342.5
	"2016"	"2016"	"67 years"	"67"	48292	3295266	1465.5
	"2016"	"2016"	"68 years"	"68"	51462	3251936	1582.5
	"2016"	"2016"	"69 years"	"69"	56518	3378344	1672.9
	"2016"	"2016"	"70 years"	"70"	47247	2487211	1899.6
	"2016"	"2016"	"71 years"	"71"	49651	2445650	2030.2
	"2016"	"2016"	"72 years"	"72"	53448	2371252	2254.0
	"2016"	"2016"	"73 years"	"73"	58670	2413647	2430.8
	"2016"	"2016"	"74 years"	"74"	56409	2092487	2695.8
	"2016"	"2016"	"75 years"	"75"	56464	1900211	2971.5
	"2016"	"2016"	"76 years"	"76"	56578	1784266	3170.9
	"2016"	"2016"	"77 years"	"77"	59044	1664566	3547.1
	"2016"	"2016"	"78 years"	"78"	60728	1578915	3846.2
	"2016"	"2016"	"79 years"	"79"	62081	1439937	4311.4
	"2016"	"2016"	"80 years"	"80"	64987	1358260	4784.6
	"2016"	"2016"	"81 years"	"81"	67240	1284298	5235.5
	"2016"	"2016"	"82 years"	"82"	67120	1135109	5913.1
	"2016"	"2016"	"83 years"	"83"	69758	1079082	6464.6
	"2016"	"2016"	"84 years"	"84"	72916	1008890	7227.3
	"2016"	"2016"	"85 years"	"85"	75917	Not Applicable	Not Applicable
	"2016"	"2016"	"86 years"	"86"	77517	Not Applicable	Not Applicable
	"2016"	"2016"	"87 years"	"87"	77022	Not Applicable	Not Applicable
	"2016"	"2016"	"88 years"	"88"	77730	Not Applicable	Not Applicable
	"2016"	"2016"	"89 years"	"89"	76293	Not Applicable	Not Applicable
	"2016"	"2016"	"90 years"	"90"	72803	Not Applicable	Not Applicable
	"2016"	"2016"	"91 years"	"91"	69456	Not Applicable	Not Applicable
	"2016"	"2016"	"92 years"	"92"	63259	Not Applicable	Not Applicable
	"2016"	"2016"	"93 years"	"93"	55982	Not Applicable	Not Applicable
	"2016"	"2016"	"94 years"	"94"	49271	Not Applicable	Not Applicable
	"2016"	"2016"	"95 years"	"95"	41222	Not Applicable	Not Applicable
	"2016"	"2016"	"96 years"	"96"	32964	Not Applicable	Not Applicable
	"2016"	"2016"	"97 years"	"97"	24386	Not Applicable	Not Applicable
	"2016"	"2016"	"98 years"	"98"	19210	Not Applicable	Not Applicable
	"2016"	"2016"	"99 years"	"99"	13594	Not Applicable	Not Applicable
	"2016"	"2016"	"100+ years"	"100"	27836	Not Applicable	Not Applicable
	"2016"	"2016"	"Not Stated"	"NS"	137	Not Applicable	Not Applicable
	"2017"	"2017"	"< 1 year"	"0"	22335	3939295	567.0
	"2017"	"2017"	"1 year"	"1"	1517	3975252	38.2
	"2017"	"2017"	"2 years"	"2"	992	4021775	24.7
	"2017"	"2017"	"3 years"	"3"	773	4006755	19.3
	"2017"	"2017"	"4 years"	"4"	598	3995783	15.0
	"2017"	"2017"	"5 years"	"5"	511	4001318	12.8
	"2017"	"2017"	"6 years"	"6"	455	4045532	11.2
	"2017"	"2017"	"7 years"	"7"	486	4042379	12.0
	"2017"	"2017"	"8 years"	"8"	454	4042838	11.2
	"2017"	"2017"	"9 years"	"9"	448	4172171	10.7
	"2017"	"2017"	"10 years"	"10"	494	4191919	11.8
	"2017"	"2017"	"11 years"	"11"	522	4157962	12.6
	"2017"	"2017"	"12 years"	"12"	601	4145953	14.5
	"2017"	"2017"	"13 years"	"13"	702	4155315	16.9
	"2017"	"2017"	"14 years"	"14"	898	4127305	21.8
	"2017"	"2017"	"15 years"	"15"	1219	4114560	29.6
	"2017"	"2017"	"16 years"	"16"	1681	4222691	39.8
	"2017"	"2017"	"17 years"	"17"	1962	4296575	45.7
	"2017"	"2017"	"18 years"	"18"	2762	4241226	65.1
	"2017"	"2017"	"19 years"	"19"	3262	4256608	76.6
	"2017"	"2017"	"20 years"	"20"	3537	4276745	82.7
	"2017"	"2017"	"21 years"	"21"	3892	4318304	90.1
	"2017"	"2017"	"22 years"	"22"	4202	4420763	95.1
	"2017"	"2017"	"23 years"	"23"	4594	4515308	101.7
	"2017"	"2017"	"24 years"	"24"	4914	4587515	107.1
	"2017"	"2017"	"25 years"	"25"	5264	4708854	111.8
	"2017"	"2017"	"26 years"	"26"	5515	4794326	115.0
	"2017"	"2017"	"27 years"	"27"	5812	4784135	121.5
	"2017"	"2017"	"28 years"	"28"	5915	4595406	128.7
	"2017"	"2017"	"29 years"	"29"	5770	4487739	128.6
	"2017"	"2017"	"30 years"	"30"	5819	4410631	131.9
	"2017"	"2017"	"31 years"	"31"	6160	4425408	139.2
	"2017"	"2017"	"32 years"	"32"	6460	4453718	145.0
	"2017"	"2017"	"33 years"	"33"	6619	4310977	153.5
	"2017"	"2017"	"34 years"	"34"	6881	4371478	157.4
	"2017"	"2017"	"35 years"	"35"	7046	4364947	161.4
	"2017"	"2017"	"36 years"	"36"	7269	4313987	168.5
	"2017"	"2017"	"37 years"	"37"	7582	4394351	172.5
	"2017"	"2017"	"38 years"	"38"	7350	4120468	178.4
	"2017"	"2017"	"39 years"	"39"	7654	4038244	189.5
	"2017"	"2017"	"40 years"	"40"	7972	3994423	199.6
	"2017"	"2017"	"41 years"	"41"	8001	3875738	206.4
	"2017"	"2017"	"42 years"	"42"	8513	3990700	213.3
	"2017"	"2017"	"43 years"	"43"	8900	3863455	230.4
	"2017"	"2017"	"44 years"	"44"	9509	3919057	242.6
	"2017"	"2017"	"45 years"	"45"	11010	4091579	269.1
	"2017"	"2017"	"46 years"	"46"	12543	4320583	290.3
	"2017"	"2017"	"47 years"	"47"	13533	4370964	309.6
	"2017"	"2017"	"48 years"	"48"	13891	4140010	335.5
	"2017"	"2017"	"49 years"	"49"	14721	4050722	363.4
	"2017"	"2017"	"50 years"	"50"	16425	4051078	405.4
	"2017"	"2017"	"51 years"	"51"	18497	4121394	448.8
	"2017"	"2017"	"52 years"	"52"	20726	4363205	475.0
	"2017"	"2017"	"53 years"	"53"	23291	4437426	524.9
	"2017"	"2017"	"54 years"	"54"	25505	4427991	576.0
	"2017"	"2017"	"55 years"	"55"	27960	4413266	633.5
	"2017"	"2017"	"56 years"	"56"	30256	4461346	678.2
	"2017"	"2017"	"57 years"	"57"	32705	4493573	727.8
	"2017"	"2017"	"58 years"	"58"	34408	4335891	793.6
	"2017"	"2017"	"59 years"	"59"	36769	4303880	854.3
	"2017"	"2017"	"60 years"	"60"	39052	4249921	918.9
	"2017"	"2017"	"61 years"	"61"	40211	4091662	982.8
	"2017"	"2017"	"62 years"	"62"	41855	4050159	1033.4
	"2017"	"2017"	"63 years"	"63"	43813	3875907	1130.4
	"2017"	"2017"	"64 years"	"64"	44977	3720053	1209.0
	"2017"	"2017"	"65 years"	"65"	46147	3567978	1293.4
	"2017"	"2017"	"66 years"	"66"	46866	3451069	1358.0
	"2017"	"2017"	"67 years"	"67"	48644	3361747	1447.0
	"2017"	"2017"	"68 years"	"68"	51393	3251249	1580.7
	"2017"	"2017"	"69 years"	"69"	55037	3204338	1717.6
	"2017"	"2017"	"70 years"	"70"	60062	3324662	1806.6
	"2017"	"2017"	"71 years"	"71"	50657	2443843	2072.8
	"2017"	"2017"	"72 years"	"72"	52985	2399286	2208.4
	"2017"	"2017"	"73 years"	"73"	57047	2321473	2457.4
	"2017"	"2017"	"74 years"	"74"	62772	2357801	2662.3
	"2017"	"2017"	"75 years"	"75"	59741	2039236	2929.6
	"2017"	"2017"	"76 years"	"76"	59324	1847158	3211.6
	"2017"	"2017"	"77 years"	"77"	60470	1729114	3497.2
	"2017"	"2017"	"78 years"	"78"	62698	1607240	3901.0
	"2017"	"2017"	"79 years"	"79"	65265	1518513	4298.0
	"2017"	"2017"	"80 years"	"80"	66019	1378494	4789.2
	"2017"	"2017"	"81 years"	"81"	68230	1293831	5273.5
	"2017"	"2017"	"82 years"	"82"	71274	1216640	5858.3
	"2017"	"2017"	"83 years"	"83"	70855	1068110	6633.7
	"2017"	"2017"	"84 years"	"84"	73883	1008215	7328.1
	"2017"	"2017"	"85 years"	"85"	75641	Not Applicable	Not Applicable
	"2017"	"2017"	"86 years"	"86"	78206	Not Applicable	Not Applicable
	"2017"	"2017"	"87 years"	"87"	79435	Not Applicable	Not Applicable
	"2017"	"2017"	"88 years"	"88"	77750	Not Applicable	Not Applicable
	"2017"	"2017"	"89 years"	"89"	77089	Not Applicable	Not Applicable
	"2017"	"2017"	"90 years"	"90"	75009	Not Applicable	Not Applicable
	"2017"	"2017"	"91 years"	"91"	69853	Not Applicable	Not Applicable
	"2017"	"2017"	"92 years"	"92"	65853	Not Applicable	Not Applicable
	"2017"	"2017"	"93 years"	"93"	58165	Not Applicable	Not Applicable
	"2017"	"2017"	"94 years"	"94"	50563	Not Applicable	Not Applicable
	"2017"	"2017"	"95 years"	"95"	43790	Not Applicable	Not Applicable
	"2017"	"2017"	"96 years"	"96"	35406	Not Applicable	Not Applicable
	"2017"	"2017"	"97 years"	"97"	27381	Not Applicable	Not Applicable
	"2017"	"2017"	"98 years"	"98"	19680	Not Applicable	Not Applicable
	"2017"	"2017"	"99 years"	"99"	14851	Not Applicable	Not Applicable
	"2017"	"2017"	"100+ years"	"100"	29363	Not Applicable	Not Applicable
	"2017"	"2017"	"Not Stated"	"NS"	129	Not Applicable	Not Applicable
	"2018"	"2018"	"< 1 year"	"0"	21467	3848208	557.8
	"2018"	"2018"	"1 year"	"1"	1448	3912900	37.0
	"2018"	"2018"	"2 years"	"2"	1047	3991437	26.2
	"2018"	"2018"	"3 years"	"3"	745	4036562	18.5
	"2018"	"2018"	"4 years"	"4"	590	4021168	14.7
	"2018"	"2018"	"5 years"	"5"	524	4010118	13.1
	"2018"	"2018"	"6 years"	"6"	460	4015259	11.5
	"2018"	"2018"	"7 years"	"7"	419	4059363	10.3
	"2018"	"2018"	"8 years"	"8"	457	4055624	11.3
	"2018"	"2018"	"9 years"	"9"	470	4055278	11.6
	"2018"	"2018"	"10 years"	"10"	471	4184077	11.3
	"2018"	"2018"	"11 years"	"11"	494	4203007	11.8
	"2018"	"2018"	"12 years"	"12"	589	4168485	14.1
	"2018"	"2018"	"13 years"	"13"	676	4156887	16.3
	"2018"	"2018"	"14 years"	"14"	890	4167071	21.4
	"2018"	"2018"	"15 years"	"15"	1186	4141218	28.6
	"2018"	"2018"	"16 years"	"16"	1493	4130744	36.1
	"2018"	"2018"	"17 years"	"17"	2028	4241936	47.8
	"2018"	"2018"	"18 years"	"18"	2701	4319722	62.5
	"2018"	"2018"	"19 years"	"19"	2972	4263601	69.7
	"2018"	"2018"	"20 years"	"20"	3273	4273822	76.6
	"2018"	"2018"	"21 years"	"21"	3721	4292514	86.7
	"2018"	"2018"	"22 years"	"22"	3960	4334743	91.4
	"2018"	"2018"	"23 years"	"23"	4252	4438724	95.8
	"2018"	"2018"	"24 years"	"24"	4568	4533776	100.8
	"2018"	"2018"	"25 years"	"25"	4844	4606281	105.2
	"2018"	"2018"	"26 years"	"26"	5230	4728714	110.6
	"2018"	"2018"	"27 years"	"27"	5699	4813980	118.4
	"2018"	"2018"	"28 years"	"28"	5829	4801711	121.4
	"2018"	"2018"	"29 years"	"29"	5859	4611070	127.1
	"2018"	"2018"	"30 years"	"30"	6100	4501282	135.5
	"2018"	"2018"	"31 years"	"31"	5959	4421549	134.8
	"2018"	"2018"	"32 years"	"32"	6299	4433749	142.1
	"2018"	"2018"	"33 years"	"33"	6478	4461246	145.2
	"2018"	"2018"	"34 years"	"34"	6547	4318192	151.6
	"2018"	"2018"	"35 years"	"35"	7090	4376401	162.0
	"2018"	"2018"	"36 years"	"36"	7205	4366923	165.0
	"2018"	"2018"	"37 years"	"37"	7463	4313086	173.0
	"2018"	"2018"	"38 years"	"38"	7835	4391406	178.4
	"2018"	"2018"	"39 years"	"39"	8024	4115771	195.0
	"2018"	"2018"	"40 years"	"40"	7907	4031314	196.1
	"2018"	"2018"	"41 years"	"41"	8185	3986156	205.3
	"2018"	"2018"	"42 years"	"42"	8293	3866067	214.5
	"2018"	"2018"	"43 years"	"43"	8902	3979609	223.7
	"2018"	"2018"	"44 years"	"44"	9476	3851155	246.1
	"2018"	"2018"	"45 years"	"45"	10509	3904041	269.2
	"2018"	"2018"	"46 years"	"46"	11925	4074459	292.7
	"2018"	"2018"	"47 years"	"47"	13249	4301318	308.0
	"2018"	"2018"	"48 years"	"48"	14182	4349714	326.0
	"2018"	"2018"	"49 years"	"49"	15008	4117603	364.5
	"2018"	"2018"	"50 years"	"50"	15823	4026474	393.0
	"2018"	"2018"	"51 years"	"51"	17543	4025069	435.8
	"2018"	"2018"	"52 years"	"52"	19504	4094079	476.4
	"2018"	"2018"	"53 years"	"53"	22113	4333375	510.3
	"2018"	"2018"	"54 years"	"54"	24981	4405567	567.0
	"2018"	"2018"	"55 years"	"55"	27310	4393983	621.5
	"2018"	"2018"	"56 years"	"56"	29857	4377130	682.1
	"2018"	"2018"	"57 years"	"57"	32543	4422810	735.8
	"2018"	"2018"	"58 years"	"58"	34611	4453038	777.2
	"2018"	"2018"	"59 years"	"59"	36642	4294024	853.3
	"2018"	"2018"	"60 years"	"60"	38701	4259361	908.6
	"2018"	"2018"	"61 years"	"61"	41292	4202894	982.5
	"2018"	"2018"	"62 years"	"62"	42834	4043396	1059.4
	"2018"	"2018"	"63 years"	"63"	45095	4000235	1127.3
	"2018"	"2018"	"64 years"	"64"	45951	3825765	1201.1
	"2018"	"2018"	"65 years"	"65"	47257	3669600	1287.8
	"2018"	"2018"	"66 years"	"66"	48642	3516436	1383.3
	"2018"	"2018"	"67 years"	"67"	49857	3398755	1466.9
	"2018"	"2018"	"68 years"	"68"	51107	3307833	1545.0
	"2018"	"2018"	"69 years"	"69"	54383	3194269	1702.5
	"2018"	"2018"	"70 years"	"70"	58141	3144466	1849.0
	"2018"	"2018"	"71 years"	"71"	63825	3260552	1957.5
	"2018"	"2018"	"72 years"	"72"	53943	2392283	2254.9
	"2018"	"2018"	"73 years"	"73"	56033	2344633	2389.8
	"2018"	"2018"	"74 years"	"74"	60590	2263489	2676.8
	"2018"	"2018"	"75 years"	"75"	66524	2293604	2900.4
	"2018"	"2018"	"76 years"	"76"	63365	1978012	3203.5
	"2018"	"2018"	"77 years"	"77"	63017	1786181	3528.0
	"2018"	"2018"	"78 years"	"78"	63188	1666402	3791.9
	"2018"	"2018"	"79 years"	"79"	65651	1542867	4255.1
	"2018"	"2018"	"80 years"	"80"	67987	1451583	4683.6
	"2018"	"2018"	"81 years"	"81"	68584	1311488	5229.5
	"2018"	"2018"	"82 years"	"82"	71290	1224165	5823.6
	"2018"	"2018"	"83 years"	"83"	73173	1143669	6398.1
	"2018"	"2018"	"84 years"	"84"	72426	996403	7268.7
	"2018"	"2018"	"85 years"	"85"	75023	Not Applicable	Not Applicable
	"2018"	"2018"	"86 years"	"86"	76643	Not Applicable	Not Applicable
	"2018"	"2018"	"87 years"	"87"	77989	Not Applicable	Not Applicable
	"2018"	"2018"	"88 years"	"88"	79099	Not Applicable	Not Applicable
	"2018"	"2018"	"89 years"	"89"	76362	Not Applicable	Not Applicable
	"2018"	"2018"	"90 years"	"90"	74794	Not Applicable	Not Applicable
	"2018"	"2018"	"91 years"	"91"	70835	Not Applicable	Not Applicable
	"2018"	"2018"	"92 years"	"92"	64200	Not Applicable	Not Applicable
	"2018"	"2018"	"93 years"	"93"	58805	Not Applicable	Not Applicable
	"2018"	"2018"	"94 years"	"94"	51435	Not Applicable	Not Applicable
	"2018"	"2018"	"95 years"	"95"	43573	Not Applicable	Not Applicable
	"2018"	"2018"	"96 years"	"96"	36338	Not Applicable	Not Applicable
	"2018"	"2018"	"97 years"	"97"	28908	Not Applicable	Not Applicable
	"2018"	"2018"	"98 years"	"98"	21307	Not Applicable	Not Applicable
	"2018"	"2018"	"99 years"	"99"	14720	Not Applicable	Not Applicable
	"2018"	"2018"	"100+ years"	"100"	30249	Not Applicable	Not Applicable
	"2018"	"2018"	"Not Stated"	"NS"	144	Not Applicable	Not Applicable
	"2019"	"2019"	"< 1 year"	"0"	20921	3783052	553.0
	"2019"	"2019"	"1 year"	"1"	1474	3829599	38.5
	"2019"	"2019"	"2 years"	"2"	916	3922044	23.4
	"2019"	"2019"	"3 years"	"3"	710	3998665	17.8
	"2019"	"2019"	"4 years"	"4"	576	4043323	14.2
	"2019"	"2019"	"5 years"	"5"	536	4028281	13.3
	"2019"	"2019"	"6 years"	"6"	490	4017227	12.2
	"2019"	"2019"	"7 years"	"7"	439	4022319	10.9
	"2019"	"2019"	"8 years"	"8"	435	4066194	10.7
	"2019"	"2019"	"9 years"	"9"	433	4061874	10.7
	"2019"	"2019"	"10 years"	"10"	480	4060940	11.8
	"2019"	"2019"	"11 years"	"11"	536	4189261	12.8
	"2019"	"2019"	"12 years"	"12"	601	4208387	14.3
	"2019"	"2019"	"13 years"	"13"	687	4175221	16.5
	"2019"	"2019"	"14 years"	"14"	860	4164459	20.7
	"2019"	"2019"	"15 years"	"15"	1137	4175459	27.2
	"2019"	"2019"	"16 years"	"16"	1485	4150420	35.8
	"2019"	"2019"	"17 years"	"17"	1886	4142425	45.5
	"2019"	"2019"	"18 years"	"18"	2732	4255827	64.2
	"2019"	"2019"	"19 years"	"19"	3018	4330439	69.7
	"2019"	"2019"	"20 years"	"20"	3313	4269683	77.6
	"2019"	"2019"	"21 years"	"21"	3821	4278323	89.3
	"2019"	"2019"	"22 years"	"22"	3882	4298772	90.3
	"2019"	"2019"	"23 years"	"23"	4146	4341644	95.5
	"2019"	"2019"	"24 years"	"24"	4351	4444518	97.9
	"2019"	"2019"	"25 years"	"25"	4752	4539058	104.7
	"2019"	"2019"	"26 years"	"26"	5086	4611220	110.3
	"2019"	"2019"	"27 years"	"27"	5383	4733869	113.7
	"2019"	"2019"	"28 years"	"28"	5757	4818725	119.5
	"2019"	"2019"	"29 years"	"29"	5991	4806144	124.7
	"2019"	"2019"	"30 years"	"30"	6183	4614384	134.0
	"2019"	"2019"	"31 years"	"31"	6225	4502311	138.3
	"2019"	"2019"	"32 years"	"32"	6263	4421505	141.6
	"2019"	"2019"	"33 years"	"33"	6683	4432973	150.8
	"2019"	"2019"	"34 years"	"34"	6855	4460132	153.7
	"2019"	"2019"	"35 years"	"35"	6998	4315866	162.1
	"2019"	"2019"	"36 years"	"36"	7326	4372444	167.5
	"2019"	"2019"	"37 years"	"37"	7692	4361286	176.4
	"2019"	"2019"	"38 years"	"38"	8177	4305576	189.9
	"2019"	"2019"	"39 years"	"39"	8445	4382349	192.7
	"2019"	"2019"	"40 years"	"40"	8639	4105313	210.4
	"2019"	"2019"	"41 years"	"41"	8456	4020254	210.3
	"2019"	"2019"	"42 years"	"42"	8791	3974741	221.2
	"2019"	"2019"	"43 years"	"43"	8928	3854040	231.7
	"2019"	"2019"	"44 years"	"44"	9534	3967275	240.3
	"2019"	"2019"	"45 years"	"45"	10170	3837909	265.0
	"2019"	"2019"	"46 years"	"46"	11198	3889372	287.9
	"2019"	"2019"	"47 years"	"47"	12579	4058038	310.0
	"2019"	"2019"	"48 years"	"48"	14385	4282657	335.9
	"2019"	"2019"	"49 years"	"49"	15407	4329775	355.8
	"2019"	"2019"	"50 years"	"50"	16151	4096572	394.3
	"2019"	"2019"	"51 years"	"51"	17198	4004343	429.5
	"2019"	"2019"	"52 years"	"52"	18788	4001782	469.5
	"2019"	"2019"	"53 years"	"53"	20593	4068851	506.1
	"2019"	"2019"	"54 years"	"54"	23924	4305603	555.6
	"2019"	"2019"	"55 years"	"55"	26793	4374565	612.5
	"2019"	"2019"	"56 years"	"56"	28966	4361016	664.2
	"2019"	"2019"	"57 years"	"57"	31658	4342385	729.0
	"2019"	"2019"	"58 years"	"58"	34347	4385570	783.2
	"2019"	"2019"	"59 years"	"59"	36689	4413855	831.2
	"2019"	"2019"	"60 years"	"60"	38690	4252663	909.8
	"2019"	"2019"	"61 years"	"61"	41522	4215172	985.1
	"2019"	"2019"	"62 years"	"62"	43975	4156645	1057.9
